Text,Aspect,Polarity
The biggest problem is that the box had no instructions in it .,instructions,NEG
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .",value,POS
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .",built,POS
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .",works,POS
Screen is crystal clear and the system is very responsive .,Screen,POS
Screen is crystal clear and the system is very responsive .,system,POS
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,software,NEU
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,operate,POS
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,gadgets,NEU
"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .",Windows,NEG
"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .",hard drive,NEG
"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .",disk image,NEG
"The track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple !",track pad,POS
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive .",disc drive,NEG
"First , you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all .",Appleworks,NEG
"First , you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all .",word processing program,NEG
Battery is not upgradable to a longer life battery .,Battery,NEG
apple has a reputation and is well known for its easy usage .,usage,POS
Returned laptop for a 3rd repair and it came back with previous problems fixed ( except for speaker grill ) but the unit started locking up during use and eventually would not operate at all .,speaker grill,NEG
"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .",graphics,POS
"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .",programs,POS
"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .",Garageband,POS
"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .",default background,POS
"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",screen,POS
"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",island backlit keyboard,POS
"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",multi-touch mouse,POS
"Overall , I experienced a huge change in that my mac runs pretty fast compared to my old PC .",runs,POS
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem .,warranty,NEU
It also came with a built it web cam which is great because I can see an communicate with my family members back home .,built it web cam,POS
It was secure and easy to navigate .,navigate,POS
I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around .,graphics cards,POS
They are by far the easiest systems to actually learn about computers with .,systems,POS
"The video card is great for media , and above average for gaming , but not a gamers first choice .",gaming,POS
"The video card is great for media , and above average for gaming , but not a gamers first choice .",media,POS
"Apparently there is a manufacturing defect , something with the amount of thermal paste .",thermal paste,NEG
Asus facial recognition does n't work and windows logon is n't either .,facial recognition,NEG
Asus facial recognition does n't work and windows logon is n't either .,windows logon,NEG
Windows Vista makes this computer almost unusable for online service .,Windows Vista,NEG
Windows Vista makes this computer almost unusable for online service .,online service,NEG
"I contacted Acer and they are giving me FREE recovery DVDs , so do n't go and pay for them , just ask for them and they should give them to you .",recovery DVDs,POS
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,carry,POS
Can listen to my music and watch my videos with ease and with a great display .,display,POS
The performance is awesome .,performance,POS
The display is beyond horrible .,display,NEG
There is hardly any memory on the computer 's hard drive .,memory,NEG
the laptop preformed pretty well .,preformed,POS
"The minute you fire it up it 's all good , very easy user interface .",user interface,POS
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired .,warrenty,NEG
After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating .,battery,NEG
"I love the easy to see screen , and It works well for work , persoal or just play .",screen,POS
"I love the easy to see screen , and It works well for work , persoal or just play .",works,POS
Awesome graphics !,graphics,POS
"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .",edge,NEG
One drawback I noticed was sound quality via USB .,sound quality via USB,NEG
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .",battery life,NEG
"I have had another Mac , but it got slow due to an older operating system .",operating system,NEG
"I'ts nice to have the higher-end laptops , but this fits my budget and the features I need .",features,POS
"Was disappointed to find out that the model had been discontinued , apparently because of known motherboard problems .",motherboard,NEG
"Also the speakers are not very loud , But it is a netbook .",speakers,NEG
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET !,PRICE,POS
A key contributor that led me to Mac is the art aspect .,art aspect,POS
"Accordingly , I have decided to NEVER purchase another HP product ( my five year old Compaq ) lasted 5-years before the hard drive crashed .",hard drive,NEG
"I know that everyone thinks Macs are overpriced and overrated , but once you get past the initial expense you 'll find that they 're worth every penny ( besides , there 's always the financing plan that Best Buy offers ) .",expense,NEG
I love the multi-touch trackpad .,multi-touch trackpad,POS
HP is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,extended warranties,NEG
HP is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,cost,NEG
Not too much `` junk '' software to remove .,software,POS
System is loosing about 20 % of performance because of that .,performance,NEG
System is loosing about 20 % of performance because of that .,System,NEG
"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !",Apple keyboard,NEU
"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !",PC 's keyboard,NEU
"Only issue is that it is a little slow , and I 'm fixing that by adding more RAM .",RAM,NEU
"The hard drive crashed as well , and I had to buy a new power cord .",hard drive,NEG
Another issue I have with it is the battery .,battery,NEG
"My MacBook Pro works like a dream , it has never overheated , or even been slightly warm for that matter .",works,POS
"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",size,POS
"Easy to carry , can be taken anywhere , can be hooked up to printers , headsets .",carry,POS
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",programs,NEG
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",drivers,NEG
Love that it does n't take up space like a regular computer .,space,POS
"So , I took it back to the apple store and they narcissist genius bar staff ) fixed it by resetting the fan at boot up .",fan,NEU
"the mouse on the pad , the left button always sticks .",mouse on the pad,NEU
"the mouse on the pad , the left button always sticks .",left button,NEG
"We use the built in tools often , iTunes is open nearly every day and works great with my iPhone .",built in tools,NEU
"We use the built in tools often , iTunes is open nearly every day and works great with my iPhone .",iTunes,POS
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming .,size,POS
True quality at a great price !,quality,POS
True quality at a great price !,price,POS
The programs that come standard with the Leopard running system are enough for the average person to run all the basics .,programs,POS
So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,service center,NEG
The Material this Pro is made out of seems a lot nicer than any PC Specs : Like I said this performs a lot better than any computer I 've had in the past .,Material,POS
"After doing extensive research , macconnection had the lowest price on the 15 '' MBP i5 .",price,POS
I am ADDICTED to photo booth !,photo booth,POS
"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",operating system,POS
"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",user interface,POS
"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",multi-touch track pad,POS
Hard disk - The new editions gives you more hard disk space ( 500GB instead of 320GB ) but time has taught me never to trust an internal hard disk .,hard disk space,POS
Hard disk - The new editions gives you more hard disk space ( 500GB instead of 320GB ) but time has taught me never to trust an internal hard disk .,internal hard disk,NEU
It is extremely portable and easily connects to WIFI at the library and elsewhere .,connects to WIFI,POS
"First things first , Macbook pro has many applications to make life easier , unlike the windows computers .",applications,POS
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming .,screen,POS
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming .,gaming,POS
"I considered I may have too much on the computer , but after looking , there was plenty of space and that is not the issue .",space,POS
"Now mainboard is broken , have to wait for a new one .",mainboard,NEG
"The speed difference is next to NOTHING for a mac , and the hard drive can be manually upgraded or you could just buy a $ 60 500gb external hard drive .",speed,NEG
"The people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory .",accessories,NEG
"everything about a mac is wonderful , it takes a little used to learning and getting used to the new system , but you will learn fast and its all worth it .",system,NEU
i love the size of the computer since i play games on it .,size,POS
"You know , using the computer should be fun , not aggrevation , especially when you are playing games or working with photos .",playing games,NEU
To be honest i think it was faulty equipment or something but idk .,equipment,NEG
"I also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .",size,POS
"I love its solid build , light wt and excellent battery life ( for now ) .",build,POS
"I love its solid build , light wt and excellent battery life ( for now ) .",wt,POS
"I love its solid build , light wt and excellent battery life ( for now ) .",battery life,POS
"The battery holds up well , it 's built very solidly , and runs fast .",battery,POS
"The battery holds up well , it 's built very solidly , and runs fast .",built,POS
"The battery holds up well , it 's built very solidly , and runs fast .",runs,POS
Sound card is limited though .,Sound card,NEG
This is a nicely sized laptop with lots of processing power and long battery life .,processing power,POS
This is a nicely sized laptop with lots of processing power and long battery life .,battery life,POS
This is a nicely sized laptop with lots of processing power and long battery life .,sized,POS
-Computer crashed frequently and battery life decreased very quickly .,battery life,NEG
-I propose that they can just swap the hard drives .,hard drives,NEU
It 's also fairly easy to use the Operating System .,Operating System,POS
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good .,AC plug,NEG
Peformance is good for the price .,Peformance,POS
Peformance is good for the price .,price,POS
Summary : HP knew they were shipping out bad BIOS and did nothing proactive to resolve it .,BIOS,NEG
I had 3 months when the ports started going out .,ports,NEG
"The improvements to the OS have been relatively gradual , but substantive .",OS,POS
It is super easy to use .,use,POS
Many of my classmates computers hard drives crashed .,hard drives,NEG
Ease of use is just one of the benefits I love about my Mac .,use,POS
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,shipping,POS
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,price,POS
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,budget,POS
The sheer power and flexibility makes the MacBook Pro a must have for any techie !,power,POS
The sheer power and flexibility makes the MacBook Pro a must have for any techie !,flexibility,POS
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV .,HDMI port,NEG
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV .,S-video port,NEG
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos .,Battery,NEU
Iphoto is great for adding pictures right to facebook and other social networking sites .,Iphoto,POS
"Some features arent friendly ( volume wheel , sound quality , etc .",volume wheel,NEG
"Some features arent friendly ( volume wheel , sound quality , etc .",sound quality,NEG
"Some features arent friendly ( volume wheel , sound quality , etc .",features,NEG
A cheaper price should not equal a `` cheap '' product .,price,POS
"After a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery .",battery,NEG
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",battery life,NEG
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",case,NEG
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",core applications,NEG
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",system,NEG
The company sent me a whole new cord overnight and apologized .,cord,POS
It 's even easy to hook up to other wireless networks .,hook up to other wireless networks,POS
"The rep did not even answer my question , I had to ask him , if he understood what I ask or if he spoke english because he did n't even try to acknowledge my question .",rep,NEG
Again I sent it back and they replaced the motherboard and some fan inside .,motherboard,NEU
Again I sent it back and they replaced the motherboard and some fan inside .,fan,NEU
"For me , keys were starting to get stuck and would n't type very well .",keys,NEG
ca n't reinstall with standard os cd because of proprietary hardware drivers .,standard os cd,NEG
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork .,delivery,NEG
I have been very pleased with the performance of this laptop .,performance,POS
"I bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( Internet focused activity : mail , research , etc . ) is excellent ;",battery life,POS
"I bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( Internet focused activity : mail , research , etc . ) is excellent ;",response,POS
"I bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( Internet focused activity : mail , research , etc . ) is excellent ;",Internet focused activity,NEU
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer .,features,NEU
It is sleek and lightweight and charges quickly when needed .,charges,POS
"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",size,POS
"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",look,POS
"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",feature,POS
"I did think it had a camera because that was one of my requirements , but forgot to check in the specifications on this one before I purchased .",specifications,NEU
little short on RAM but you get what you pay for .,RAM,NEG
"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product .",software,NEG
"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product .",price,POS
"THEN , one month after the warranty expired , the replacement charger went .",warranty,NEU
I love a `` pc '' but I was ready for a change and tired of the windows system .,windows system,NEG
"Other installed features , such as certain printer software , are also most attractive .",features,POS
"Other installed features , such as certain printer software , are also most attractive .",printer software,POS
"Even doing so , the hinge may just be slightly tightened only .",hinge,NEU
"company provides UPS shipping , fast , great !",shipping,POS
"It is easy to use , has great screen quality , and every so light weight .",screen quality,POS
"It is easy to use , has great screen quality , and every so light weight .",use,POS
The iLife software that comes with the computer is so simple to use and produces a great finished product .,iLife software,POS
The iLife software that comes with the computer is so simple to use and produces a great finished product .,use,POS
The shop will definitely push the problem to the service center .,service center,NEU
"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops .",applications,POS
"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc .",price-point,POS
"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc .",appearance,POS
"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc .",boots up,POS
"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc .",runs,POS
"The apple systems are over priced luxurys that ar n't worth what they are being charged for , this model 's specifications are far from being impressive and they only thing you get out of this is the apple name .",specifications,NEG
pros : the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so .,battery life,POS
Disappointing for such a lovely screen and at a reasonable price,screen,POS
Disappointing for such a lovely screen and at a reasonable price,price,POS
The only bad thing about it is they give you the worst batteries possible .,batteries,NEG
Good price .,price,POS
the speed is fine .,speed,POS
"It was not clear that the Microsoft Student Edition that was loaded on the computer , was a six month trial .",Microsoft Student Edition,NEG
Good for every day computing and web browsing .,web browsing,POS
Good for every day computing and web browsing .,every day computing,POS
"Also , I have had a lot of trouble with the keys sticking and will not type correctly .",keys,NEG
Excellent LED monitor and well equipped .,LED monitor,POS
"Without a doubt , the * design * of this laptop is fantastic .",design,POS
I could save ten essay papers and have hardly any memory left .,memory,NEG
"Other than that , I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities .",gaming,POS
But the biggest pain is that tech support is not available 24/7 .,tech support,NEG
"I chose the iBookG4 , a laptop that is an attractive computer with a large screen big enough to please anyone .",screen,POS
"Everything about the Mac is not only visually appealing , but very easy to use .",use,POS
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY .,KEYBOARD FUNCTION,NEG
"Garageband is more for the musicians , and the laptop is equipped with a good working microphone , good enough for beginners and musicians at the intermediate level .",Garageband,NEU
"Garageband is more for the musicians , and the laptop is equipped with a good working microphone , good enough for beginners and musicians at the intermediate level .",microphone,POS
I dual boot with Linux and that other security-prone OS and it performs flawlessly .,Linux,NEU
I dual boot with Linux and that other security-prone OS and it performs flawlessly .,security-prone OS,NEU
I dual boot with Linux and that other security-prone OS and it performs flawlessly .,performs,POS
The difference is the Toshiba had a lot more memory and hard drive space .,memory,POS
The difference is the Toshiba had a lot more memory and hard drive space .,hard drive space,POS
There was a little difficulty doing the migration as the firewire cable system ca n't be used with the iBook .,firewire cable system,NEG
Seems like maybe a bad shipment from Toshiba .,shipment,NEG
OS X is solid with lots of innovations such as quicklook which save heaps of time .,OS X,POS
OS X is solid with lots of innovations such as quicklook which save heaps of time .,quicklook,POS
But other than that I am blown away by all the features this laptop offers .,features,POS
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past .,keyboard,POS
"Overall , this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from .",design,POS
"Overall , this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from .",colors,POS
First the screen goes completely out .,screen,NEG
"The PhotoBooth is a great program , it takes very good pictures with the built-in camera .",PhotoBooth,POS
"The PhotoBooth is a great program , it takes very good pictures with the built-in camera .",program,POS
"The PhotoBooth is a great program , it takes very good pictures with the built-in camera .",built-in camera,POS
Many kinds of software that is necessary to the working person is not available and can not be downloaded .,software,NEG
"It bluescreened on me without any warning , running simply basic Chrome .",Chrome,NEG
We researched and found the best price at MacConnection .,price,POS
But guess what ? ( you have to buy an external dvd drive it does n't have a built in type ) The notebook ca n't be used because it does n't read anything for an external drive .,external dvd drive,NEG
But guess what ? ( you have to buy an external dvd drive it does n't have a built in type ) The notebook ca n't be used because it does n't read anything for an external drive .,external drive,NEG
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING ! ! !,PROCESSING,POS
I use a cooling pad but it does n't help .,cooling pad,NEG
Supplied software : The software that comes with this machine is greatly welcomed compared to what Windows comes with .,Supplied software,NEU
Supplied software : The software that comes with this machine is greatly welcomed compared to what Windows comes with .,software,POS
I 'm tired of the inept service .,service,NEG
"Garageband is easy to work with , like all the other apple applications I 've had experience with .",Garageband,POS
"Garageband is easy to work with , like all the other apple applications I 've had experience with .",apple applications,POS
"No , tey do n't even support their own bios and it `` could be a problem with the bios '' How can a company that makes a fairly decent product get away with such insanity ? ? ! !",bios,NEG
This laptop looked brand new and was shipped very quickly .,shipped,POS
"Info : Windows failed to load because the kernal is missing , or corrupt .",Windows,NEG
"Info : Windows failed to load because the kernal is missing , or corrupt .",kernal,NEG
"The display on this computer is the best I 've seen in a very long time , the battery life is very long and very convenient .",display,POS
"The display on this computer is the best I 've seen in a very long time , the battery life is very long and very convenient .",battery life,POS
"But the quality , in general was less than the worth of the cheap laptop .",quality,NEG
In the first moth of owning this computer its hardrive failed which had to be replaced .,hardrive,NEG
"WIth the upgraded memory , the MacBook Pro never has an issue running many many applications at once !",upgraded memory,POS
"Simple to use , and great graphics .",graphics,POS
"Simple to use , and great graphics .",use,POS
The internet speed is spectacular .,internet speed,POS
They claim call center is still down .,call center,NEG
Mac also has many apps and programs that are quite cheap or free .,apps,POS
Mac also has many apps and programs that are quite cheap or free .,programs,POS
"My husband uses it mostly for games , email and music .",games,NEU
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth , they come loose .",screen,NEU
Downfalls : sharp edges .,edges,NEG
I had it four months when my disc drive refused to open .,disc drive,NEG
"So , after Apple replaced the hard drive I enjoyed another 4 months of my new computer , until it froze this morning -- completely .",hard drive,NEU
"Once again , I was told it was the suspicious power supply problem .",power supply,NEG
Unable to boot up this brand new laptop .,boot up,NEG
"In addition , all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations .",Pages,POS
"In addition , all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations .",Keynotes,POS
"I actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they FINALLY agreed to replace it , ( ALL OF THIS IN LESS THAN 1 1/2 YEARS !",hard drive,NEG
"I actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they FINALLY agreed to replace it , ( ALL OF THIS IN LESS THAN 1 1/2 YEARS !",mother board,NEG
"I actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they FINALLY agreed to replace it , ( ALL OF THIS IN LESS THAN 1 1/2 YEARS !",dvd drive,NEG
"I love the feel of the key board , as well as the trackpad .",key board,POS
"I love the feel of the key board , as well as the trackpad .",trackpad,POS
Now I have the best of both worlds with all of the power and ease of the Mac !,power,POS
Now I have the best of both worlds with all of the power and ease of the Mac !,ease,POS
Now the machine wo n't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I 'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook .,connection card,NEU
"Browsing , also , was no problem for me when I used itunes ( which usually slows down my PC ) .",Browsing,POS
"Again , decent comp for the price , and I was in need of one quickly as my other laptop died on me .",price,POS
"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another , and I am not kidding you , I called different hours of the day and you 'll get someone else from another country trying to get you to tell them your life story all over again , since they make it sound like they do n't have your history list of your calls right in front of them .",Toshiba customer services,NEG
Quality Display I was surprised with the performance and quality of this HP Laptop .,Quality Display,POS
Quality Display I was surprised with the performance and quality of this HP Laptop .,performance,POS
Quality Display I was surprised with the performance and quality of this HP Laptop .,quality,POS
The battery life also does n't keep up with the claim but still I think macbook is much ahead from the rest of the pack .,battery life,NEG
The internet capabilities are also very strong and picks up signals very easily .,internet capabilities,POS
"Its fast , has High definition quality in the videos .",High definition quality,POS
Another Great thing is the Beast graphics .,Beast graphics,POS
The ease of set up was terrific .,set up,POS
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome .,battery,POS
Screen size is perfect for portable use in any environment .,Screen size,POS
"I used to build my own desktops from the component parts , and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working ( this was a rock star 7 years ago ) .",Pentium 4,NEU
"I used to build my own desktops from the component parts , and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working ( this was a rock star 7 years ago ) .",1 GB ram,NEU
) And printing from either word processor is an adventure .,word processor,NEG
"After purchasing this thing , I find out that I need a special interface device to connect my camera , and that it can not be purchased at the store - only on line .",interface device,NEG
Another included program that is laughable is the chess game .,included program,NEG
"Yes , I thought the expese was a little much , but I now realize you get what you pay for .",expese,NEG
"It works great for general internet use , Microsoft Office apps , home bookkeeping , etc .",Microsoft Office apps,POS
"It works great for general internet use , Microsoft Office apps , home bookkeeping , etc .",internet use,POS
"The price was very good , and the product is top quality .",price,POS
"The price was very good , and the product is top quality .",quality,POS
It played various games without problems and ran aero smoothly and flawlessly .,games,NEU
It played various games without problems and ran aero smoothly and flawlessly .,aero,NEU
After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating .,hard drive,NEU
"From the get-go , the M6809 was unsteady in its operation ;",operation,NEG
"Its small enough where I can take it pretty much anywhere , but still has a big enough screen to get everything done .",screen,POS
"It even has a great webcam , and Skype works very well .",webcam,POS
"It even has a great webcam , and Skype works very well .",Skype,POS
This computer I used daily nice compact design .,design,POS
"The ATI graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with , such as Half-Life 2 or even World of Warcraft .",ATI graphics card,POS
"The ATI graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with , such as Half-Life 2 or even World of Warcraft .",Intel built-in card,POS
"The ATI graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with , such as Half-Life 2 or even World of Warcraft .",games,NEU
It was hard to handle and operate at school .,handle,NEG
It was hard to handle and operate at school .,operate,NEG
I preferred the fit and feel of the 13 inch .,13 inch,POS
power supply went bad after 2 weeks --,power supply,NEG
"The screen takes some getting use to , because it is smaller than the laptop .",screen,NEG
I regret buying it before understanding how awful it is to use .,use,NEG
The right speaker did not work .,right speaker,NEG
Dealing with the support drone on the other end of the chat was sheer torture .,support,NEG
"The Final Cut Pro on this laptop is so fast and easy , and I can use this to seemlessly transfer all my work to my home computer , which is also a mac .",Final Cut Pro,POS
"The computer runs extremely slowly , whether opening Word or My Computer .",runs,NEG
"The screen is nice and the images comes very clear , the keyboard and the fit just feels right .",screen,POS
"The screen is nice and the images comes very clear , the keyboard and the fit just feels right .",keyboard,POS
"The screen is nice and the images comes very clear , the keyboard and the fit just feels right .",fit,POS
"But sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because Im used to my Lenovo 10 tablet now ) plus this is a great size if I want to unplug the external keyboard , mouse , and monitor to take it with me when I take photos and video .",size,POS
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade .,windows 7 system,NEG
The wheel that turns the volume up and down does n't work in real time .,wheel,NEG
I can not be happier with the service or product .,service,POS
"I do transcription work on the side , and the flatline keyboard makes typing quick and easy as well .",flatline keyboard,POS
Speakers does n't sound that great .,Speakers,NEG
The `` abuse '' is that I pushed the power plug in too hard .,power plug,NEG
The resolution on the screen is almost pure HD .,resolution on the screen,POS
The Internet Explorer was very slow from the very beginning .,Internet Explorer,NEG
The AC power port becomes loose over time,AC power port,NEG
"As a user of a PC , I will will admit that the macBook Pro has a better running system in which I found myself `` Getting the job done quicker .",running system,POS
"There are no gold key numbers too intall programs , you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time .",programs,NEG
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself .,power supply,NEG
Enjoy that Toshib force and durability unparalleled,force,POS
Enjoy that Toshib force and durability unparalleled,durability,POS
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5 's .,Vista Business,POS
"We love the size of the screen , although it is still lightweight and very easy to tote around .",size of the screen,POS
"We love the size of the screen , although it is still lightweight and very easy to tote around .",tote,POS
the battery is irreplaceable .,battery,NEG
"I have never really been big on downloading anything so I was n't too worried about getting a virus , plus I thought I was protected by Norton .",Norton,NEG
"The internet was locekd and froze every time it was trying to be used , and the command prompt would not work at all .",internet,NEG
"The internet was locekd and froze every time it was trying to be used , and the command prompt would not work at all .",command prompt,NEG
It 's software and speed enable it to do amazing things .,software,POS
It 's software and speed enable it to do amazing things .,speed,POS
Could not keep up with me and finally the hard drive went out .,hard drive,NEG
"I am most impressed with the programming , including the iPhoto .",programming,POS
"I am most impressed with the programming , including the iPhoto .",iPhoto,POS
Speakers too small to be of any real use .,Speakers,NEG
"I upgraded it 's RAM to 2GB , I am very happy with it .",RAM,POS
They should have included more memory on their computers if they knew Vista would run slowly .,memory,NEG
They should have included more memory on their computers if they knew Vista would run slowly .,Vista,NEG
Battery life could be better but overall for the price and Toshiba 's reputation for laptops it 's great !,Battery life,NEG
Battery life could be better but overall for the price and Toshiba 's reputation for laptops it 's great !,price,POS
"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",battery,NEG
"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",charge,NEG
