Text,Aspect,Polarity
Always good drinks and service is pretty good ;,service,POS
Atmosphere is nice and relaxed too ...,Atmosphere,POS
A great place to meet up for some food and drinks ...,place,POS
Yakitori ( bbq meats ) is tasty too .,Yakitori ( bbq meats ),POS
"If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",fish,NEG
"If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",staff,NEG
"If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",sushi chef,NEG
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",decor,POS
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",food,POS
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",staff,POS
"One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",waiter,NEG
"With so many good restaurants on the UWS , I do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",food,NEG
"With so many good restaurants on the UWS , I do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",wait-staff,NEG
"With so many good restaurants on the UWS , I do n't need overpriced food , absurdly arrogant wait-staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",service,NEG
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .,service,NEG
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .,food,NEG
The only problem is that the manager is a complete incompetent .,manager,NEG
He offers subpar service and has no personality .,service,NEG
There is no excuse for such lousy service !,service,NEG
I have never before eaten 40 pieces of relatively good nigiri .,nigiri,NEU
"I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .",Areo,POS
"Most of the servers are very attentive , friendly and quite attractive .",servers,POS
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .,Food,POS
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .,view of the new york city skiline,POS
I would highly recommand requesting a table by the window .,table by the window,POS
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,service,POS
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,place,POS
The food is great .,food,POS
Personal pans are the perfect size for those hungry nights .,Personal pans,POS
There is a downside if you 're ordering in -- the delivery guys have MAJOR attitude .,delivery guys,NEG
"Love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",scene,POS
"Love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",place,POS
"Love the scene first off- the place has a character and nice light to it..very fortunate , location wise .",location,POS
The pizza was pretty good and huge .,pizza,POS
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion ... a bucket of food literally .,penne a la vodka,POS
"The pasta penne was pretty extra buttery , creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne ... got a little moody afterwards cause was stuffed ... lol",pasta penne,NEG
"La Rosa waltzes in , and I think they are doing it the best .",La Rosa,POS
"Interesting selection , good wines , service fine , fun decor .",wines,POS
"Interesting selection , good wines , service fine , fun decor .",service,POS
"Interesting selection , good wines , service fine , fun decor .",decor,POS
"Interesting selection , good wines , service fine , fun decor .",selection,POS
"I found it on a cold night , the perfect spot to warm up .",spot,POS
I recieved prompt service with a smile .,service,POS
This place blew me away ... by far my new favorite restaurant on the uppereast side .,place,POS
The wine list is extensive and impressive .,wine list,POS
LOVE the atmosphere - felt like I was in Paris .,atmosphere,POS
The mussels were fantastic and so was the dessert ... definitely going to be back very soon .,mussels,POS
The mussels were fantastic and so was the dessert ... definitely going to be back very soon .,dessert,POS
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna .,service,POS
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna .,staff,POS
"Over the years the host , Vittorio , and his crew , have always treated me as family -- although with all the business this not-so-little gem does , it amazing he 's even able to remember a consistent but not-so-frequent visitor .",host,POS
"I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !",Dining Garden,POS
"I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !",Jazz Bar,POS
"I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !",Thin Crust Pizzas,POS
"I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !",Lasagna Menu,POS
I lOVE THIS PLACE !,PLACE,POS
I have to say I have never had a disapointing meal here .,meal,POS
We could have made a meal of the yummy dumplings from the dumpling menu .,dumplings,POS
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",BBQ Salmon,POS
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",Sea Bass,POS
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",Crispy Duck,POS
